,Review_Title,Reviews,Rating
1091,My Review of the Boat wireless earbuds,"I know my return window has exhausted, but would still like to add my review. I didn't like this product at all, won't recommend anyone to go for it. The pairing breaks in between for no reason and all of your time just gets wasted in resetting or pairing them again. I have hardly used 8-10 times since those have been received, but feel very upset on the quality that Boat has to offer.Apologies if the review hurt anyone, but utter wastage of money and effort.",2.0 
1092,Dont buy..,Definitely its not a good product in terms if sound and battery backup.it sounds loses its smoothness when its on higher side.as per description it will give 30hr backup with case.but its heardly lasts 10 hrs.not or never a competitive with sony or jbl.this is my 2nd product from boat and i realy feel its my big mistake to chose boat again.earliar product also is a mistake,2.0 
1093,Had lot of hopes!,"Received this product yesterday. The packaging and designing is good.When you connect your left earpiece, constant noise comes and it is very irritating.If you wear this earpods for more than an hour, you ears might start paining.If you Play some mobile fames connecting these earpods, there is a major lag in the sound and the game..Needs major update or rectification. I may change the product once its available again.",2.0 
1094,Good piece of earphone so far after a week's use,"Pretty decent earphone by BoAt in a range of bright colours.But do not fall prey for Amazon's Lightning Deal like me. I bought the product in Lightning Deal for Rs1999, when the actual price was showing as Rs2499.But a couple of days after Lightning Deal was over, the actual price was reduced to Rs1799. So I have basically paid Rs200 extra, thinking that I have made a profit.",4.0 
1095,Overall a good product,"Only 2 drawbacks are - my ear hurts after some time because of the pad (the fan shaped rubber to cling to the ear securely), and if mistakenly the airdopes are touched, the song pauses or call ends (as it is touch controlled).Otherwise it is very good product. I did not check the mobile charging feature yet.",5.0 
1096,Waste of money,Mic stopped working. I can play music but cant received and call using earbuds. Have reset to factory setting multiple time but it is not working.Customer service is pathetic. After registering multiple times and even sending email no response. Finally able to contact customer service and they said do reset and cut the call abruptly.I will not recommend to go for Boat products,1.0 
1097,Not getting discharged..m confused now.,,3.0 
1098,Awesone earbuds,The media could not be loaded.,5.0 
1099,"Unauthentic, Cheap Chinese Knock Off, Don't Buy!"," *****update after 2 months of use >>>  i am confused now because it is not getting diacharged after 2 months of use and battery shows 2 points since a long time..ghost thing like feeling i have now*************its a good pair of earbuds in this price of rs 2499/-sound quality is good, pairs with thr mobile phone without any husstle and battery is good too...everything is good about it...case is also handy and there is a button to check the power left.this earbuds is lacking just one thing..and that is like..therr is no option to increase/decrease the volume using the earbuds..this can only be done thorugh the cellphone. no option of increasing or decreasing the volume using the earbuds touch feature. otherwise there is no negetive point about it.",1.0 
1100,Very good sound quality......Boat always gives us a quality product,1.The first look design and the package is really good.2.the airdopes has a very good clear and crispy audio....and also very good bassNOTE:pls hear at a volume of 80 to 85...if u go beyond that u will start to get headache3.The reason for giving 4 star and not 5 star is...the play and pause control does not work properly on pc..but it works very good on mobile....its the only con of this product4.Battery backup is really good...5.if u want to get a nice and worth for money earbuds ....pls go for this6.The IWP technology is working really well7.Its also waterproof and touch control is very sensitive....,4.0 
